 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    2.17128913279E+07    2.29791570127E+07
  21.00   24.00    1.14264103349E+07    1.19691048014E+07
  24.00   28.00    5.98139536907E+06    6.40137480370E+06
  28.00   32.00    3.08644455674E+06    3.39154969996E+06
  32.00   37.00    1.62314237051E+06    1.80786658094E+06
  37.00   43.00    8.12152425061E+05    9.24205730500E+05
  43.00   49.00    4.14688964694E+05    4.74065624971E+05
  49.00   56.00    2.19313119060E+05    2.54887482168E+05
  56.00   64.00    1.14100905532E+05    1.34753285781E+05
  64.00   74.00    5.72765372095E+04    6.79316260758E+04
  74.00   84.00    2.88422455739E+04    3.45318430043E+04
  84.00   97.00    1.45216854798E+04    1.76045102989E+04
  97.00   114.0    6.62094109447E+03    8.09304772161E+03
  114.0   133.0    2.88394901010E+03    3.56012290324E+03
  133.0   153.0    1.30759108987E+03    1.63173159115E+03
  153.0   174.0    6.28412663829E+02    7.89149078272E+02
  174.0   196.0    3.16821683506E+02    4.01254541803E+02
  196.0   220.0    1.64320529720E+02    2.09541500368E+02
  220.0   245.0    8.71012173381E+01    1.11807280814E+02
  245.0   272.0    4.71885867349E+01    6.09811593004E+01
  272.0   300.0    2.60384475436E+01    3.38185091904E+01
  300.0   330.0    1.46532830228E+01    1.91118768115E+01
  330.0   362.0    8.31729691785E+00    1.09213589705E+01
  362.0   395.0    4.79622293737E+00    6.33342018217E+00
  395.0   430.0    2.80981463604E+00    3.72993638688E+00
  430.0   468.0    1.64345278684E+00    2.19311925889E+00
  468.0   507.0    9.66180362527E-01    1.29714753217E+00
  507.0   548.0    5.76197237158E-01    7.78885609884E-01
  548.0   592.0    3.43767225672E-01    4.66910342170E-01
  592.0   638.0    2.04861014425E-01    2.80011400839E-01
  638.0   686.0    1.22690894543E-01    1.68604621136E-01
  686.0   737.0    7.34955678378E-02    1.01772674817E-01
  737.0   790.0    4.39398981791E-02    6.11548230372E-02
  790.0   846.0    2.62529464028E-02    3.68135533189E-02
  846.0   905.0    1.55862523837E-02    2.20031564292E-02
  905.0   967.0    9.18709297646E-03    1.30704935507E-02
  967.0   1032.    5.37855650572E-03    7.70694083879E-03
  1032.   1101.    3.11141338841E-03    4.49625539843E-03
  1101.   1172.    1.78260579035E-03    2.59728290552E-03
  1172.   1248.    1.00879428910E-03    1.48176251390E-03
  1248.   1327.    5.59431932485E-04    8.29539871330E-04
  1327.   1410.    3.05270915478E-04    4.57043323132E-04
  1410.   1497.    1.62903533489E-04    2.46580829280E-04
  1497.   1588.    8.48395046087E-05    1.29664374848E-04
  1588.   1784.    3.16485785670E-05    4.91014582310E-05
  1784.   2116.    5.21327289678E-06    8.31550949271E-06
  2116.   2500.    3.49753500984E-07    5.82619666089E-07
  2500.   3000.    9.65060093662E-09    1.69826763414E-08
