 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.63535860203E+07    2.07669250413E+07
  21.00   24.00    8.72563925386E+06    1.09554170267E+07
  24.00   28.00    4.63213485844E+06    5.89232934509E+06
  28.00   32.00    2.42012514195E+06    3.12988790520E+06
  32.00   37.00    1.28570860478E+06    1.67488908883E+06
  37.00   43.00    6.50491025923E+05    8.59086693152E+05
  43.00   49.00    3.35677008759E+05    4.43713549017E+05
  49.00   56.00    1.79203164800E+05    2.39424156408E+05
  56.00   64.00    9.41872404482E+04    1.27185308389E+05
  64.00   74.00    4.77404933861E+04    6.45512264383E+04
  74.00   84.00    2.42556249080E+04    3.29803867161E+04
  84.00   97.00    1.23059410273E+04    1.68718676368E+04
  97.00   114.0    5.64813714513E+03    7.78220972762E+03
  114.0   133.0    2.47571374951E+03    3.43278180483E+03
  133.0   153.0    1.12923515613E+03    1.57728665763E+03
  153.0   174.0    5.44934980049E+02    7.64046702526E+02
  174.0   196.0    2.75479511080E+02    3.88445907891E+02
  196.0   220.0    1.43011360134E+02    2.02557661768E+02
  220.0   245.0    7.58290241582E+01    1.07880098104E+02
  245.0   272.0    4.10900071984E+01    5.87316695363E+01
  272.0   300.0    2.26537864105E+01    3.24835721804E+01
  300.0   330.0    1.27451497253E+01    1.83208155792E+01
  330.0   362.0    7.22824620164E+00    1.04377641619E+01
  362.0   395.0    4.16180081881E+00    6.03166436353E+00
  395.0   430.0    2.43340318522E+00    3.53852931228E+00
  430.0   468.0    1.42049931835E+00    2.07253038697E+00
  468.0   507.0    8.33817771069E-01    1.22139940326E+00
  507.0   548.0    4.97391096967E-01    7.32157688837E-01
  548.0   592.0    2.96645074403E-01    4.37982092562E-01
  592.0   638.0    1.76851863552E-01    2.62250486773E-01
  638.0   686.0    1.06010865677E-01    1.57769010809E-01
  686.0   737.0    6.35626706908E-02    9.51226630118E-02
  737.0   790.0    3.81021550498E-02    5.72265108309E-02
  790.0   846.0    2.28245477569E-02    3.44779321179E-02
  846.0   905.0    1.35877781948E-02    2.06313332508E-02
  905.0   967.0    8.03729460667E-03    1.22796971425E-02
  967.0   1032.    4.71921482957E-03    7.25179082385E-03
  1032.   1101.    2.73867526161E-03    4.23795499668E-03
  1101.   1172.    1.57326928169E-03    2.45102687871E-03
  1172.   1248.    8.92483547184E-04    1.39973065169E-03
  1248.   1327.    4.96096518017E-04    7.84122858402E-04
  1327.   1410.    2.71409944672E-04    4.32366144714E-04
  1410.   1497.    1.45267550786E-04    2.33481548754E-04
  1497.   1588.    7.59493081775E-05    1.23000801923E-04
  1588.   1784.    2.85751452840E-05    4.68308701316E-05
  1784.   2116.    4.82482982815E-06    8.08421421040E-06
  2116.   2500.    3.45056326656E-07    5.99243569021E-07
  2500.   3000.    1.05955788963E-08    1.93059532804E-08
