 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.73596391445E+07    2.08769920980E+07
  21.00   24.00    9.38091035807E+06    1.09621775119E+07
  24.00   28.00    5.03389271346E+06    5.89966082065E+06
  28.00   32.00    2.66043718065E+06    3.13881686210E+06
  32.00   37.00    1.42937774573E+06    1.68339463958E+06
  37.00   43.00    7.31180200143E+05    8.66406068133E+05
  43.00   49.00    3.81245710207E+05    4.47844853650E+05
  49.00   56.00    2.05450815865E+05    2.42490921064E+05
  56.00   64.00    1.08913177487E+05    1.29307859617E+05
  64.00   74.00    5.57194662070E+04    6.57252212555E+04
  74.00   84.00    2.85821572299E+04    3.37140223929E+04
  84.00   97.00    1.46460905738E+04    1.73495840136E+04
  97.00   114.0    6.80819856894E+03    8.06127605550E+03
  114.0   133.0    3.02558481680E+03    3.58764146368E+03
  133.0   153.0    1.39761086678E+03    1.66349576583E+03
  153.0   174.0    6.82772574006E+02    8.12768457400E+02
  174.0   196.0    3.49287015625E+02    4.17177930544E+02
  196.0   220.0    1.83568529399E+02    2.19748407680E+02
  220.0   245.0    9.84960478194E+01    1.18216473201E+02
  245.0   272.0    5.39693867781E+01    6.49884331955E+01
  272.0   300.0    3.00936007226E+01    3.62954954937E+01
  300.0   330.0    1.70971528288E+01    2.06452944479E+01
  330.0   362.0    9.78880389437E+00    1.18683996859E+01
  362.0   395.0    5.68897145688E+00    6.91788445002E+00
  395.0   430.0    3.35615201402E+00    4.09239117552E+00
  430.0   468.0    1.97601341753E+00    2.41667508127E+00
  468.0   507.0    1.16882850145E+00    1.43524450553E+00
  507.0   548.0    7.00804636394E-01    8.64748494807E-01
  548.0   592.0    4.20109380425E-01    5.19785232719E-01
  592.0   638.0    2.51450593048E-01    3.12461534930E-01
  638.0   686.0    1.51185096615E-01    1.88507981520E-01
  686.0   737.0    9.08814474813E-02    1.13992734175E-01
  737.0   790.0    5.45145110166E-02    6.85976374492E-02
  790.0   846.0    3.26708515537E-02    4.13475061369E-02
  846.0   905.0    1.94526171881E-02    2.47383212040E-02
  905.0   967.0    1.14987446525E-02    1.47128364157E-02
  967.0   1032.    6.75081830068E-03    8.68346938652E-03
  1032.   1101.    3.91683873220E-03    5.07267631730E-03
  1101.   1172.    2.25097384768E-03    2.93394936611E-03
  1172.   1248.    1.27802019124E-03    1.67635926292E-03
  1248.   1327.    7.11374837877E-04    9.40232802763E-04
  1327.   1410.    3.89850285108E-04    5.19355413120E-04
  1410.   1497.    2.09007863739E-04    2.80984906944E-04
  1497.   1588.    1.09400396152E-04    1.48229190837E-04
  1588.   1784.    4.11282630893E-05    5.64228091865E-05
  1784.   2116.    6.86722971096E-06    9.64522896506E-06
  2116.   2500.    4.67777947052E-07    6.81954125268E-07
  2500.   3000.    1.29005752605E-08    1.97329308484E-08
