 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.34463806182E+07    1.95859459479E+07
  21.00   24.00    7.58208778825E+06    1.05019527670E+07
  24.00   28.00    4.23166073811E+06    5.75106987314E+06
  28.00   32.00    2.31939977256E+06    3.09931768923E+06
  32.00   37.00    1.28551553680E+06    1.68202416360E+06
  37.00   43.00    6.78212994933E+05    8.75538463328E+05
  43.00   49.00    3.63399579863E+05    4.57056045706E+05
  49.00   56.00    2.00400108600E+05    2.49354933799E+05
  56.00   64.00    1.08590232211E+05    1.33966590400E+05
  64.00   74.00    5.66742286918E+04    6.85026498046E+04
  74.00   84.00    2.95807497921E+04    3.52912677746E+04
  84.00   97.00    1.53800333308E+04    1.82067968697E+04
  97.00   114.0    7.24630447868E+03    8.46766656167E+03
  114.0   133.0    3.25800403715E+03    3.76632889538E+03
  133.0   153.0    1.51859236505E+03    1.74370282021E+03
  153.0   174.0    7.46120763200E+02    8.49150245838E+02
  174.0   196.0    3.82933525780E+02    4.33972586335E+02
  196.0   220.0    2.01429193688E+02    2.27277890157E+02
  220.0   245.0    1.08042015431E+02    1.21512557509E+02
  245.0   272.0    5.91406687865E+01    6.63917834944E+01
  272.0   300.0    3.29041932168E+01    3.68212738585E+01
  300.0   330.0    1.86549109625E+01    2.08116064314E+01
  330.0   362.0    1.06480591414E+01    1.18827560206E+01
  362.0   395.0    6.16284726958E+00    6.87474245477E+00
  395.0   430.0    3.61805456493E+00    4.03483460162E+00
  430.0   468.0    2.11938700699E+00    2.36406148797E+00
  468.0   507.0    1.24765151382E+00    1.39396026714E+00
  507.0   548.0    7.45544168822E-01    8.35313597781E-01
  548.0   592.0    4.45157376307E-01    4.98938432352E-01
  592.0   638.0    2.65533936378E-01    2.98299922296E-01
  638.0   686.0    1.59183155215E-01    1.79083381403E-01
  686.0   737.0    9.54167917281E-02    1.07809065787E-01
  737.0   790.0    5.71617777007E-02    6.46739511975E-02
  790.0   846.0    3.42191017636E-02    3.88754845585E-02
  846.0   905.0    2.03616258141E-02    2.32047367372E-02
  905.0   967.0    1.20434959068E-02    1.37875743531E-02
  967.0   1032.    7.07631356999E-03    8.13152878537E-03
  1032.   1101.    4.11323028560E-03    4.75183349332E-03
  1101.   1172.    2.36943383170E-03    2.75022252070E-03
  1172.   1248.    1.34952177753E-03    1.57382948932E-03
  1248.   1327.    7.54091604805E-04    8.84660573918E-04
  1327.   1410.    4.15155654333E-04    4.90043803086E-04
  1410.   1497.    2.23775416419E-04    2.66151345049E-04
  1497.   1588.    1.17855412898E-04    1.40970755874E-04
  1588.   1784.    4.47518756256E-05    5.40599302804E-05
  1784.   2116.    7.62880467413E-06    9.39090620006E-06
  2116.   2500.    5.40677813546E-07    6.85436896067E-07
  2500.   3000.    1.56973797356E-08    2.06826944777E-08
