 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.38219243844E+07    1.94706555125E+07
  21.00   24.00    7.52907441619E+06    1.03414145289E+07
  24.00   28.00    4.06786555319E+06    5.58026339963E+06
  28.00   32.00    2.16311782172E+06    2.97301388271E+06
  32.00   37.00    1.16822802856E+06    1.59840942463E+06
  37.00   43.00    6.00438622928E+05    8.22969453827E+05
  43.00   49.00    3.14158902762E+05    4.26490705276E+05
  49.00   56.00    1.69705230104E+05    2.30663653321E+05
  56.00   64.00    9.01240575122E+04    1.22750618719E+05
  64.00   74.00    4.61530221338E+04    6.23984994214E+04
  74.00   84.00    2.36802421050E+04    3.19397418501E+04
  84.00   97.00    1.21288419144E+04    1.63776111651E+04
  97.00   114.0    5.63106304581E+03    7.58275392846E+03
  114.0   133.0    2.49703846122E+03    3.35826788689E+03
  133.0   153.0    1.15030253348E+03    1.54828550226E+03
  153.0   174.0    5.60325542586E+02    7.52802258212E+02
  174.0   196.0    2.85804413695E+02    3.84345349762E+02
  196.0   220.0    1.49767625134E+02    2.01454289953E+02
  220.0   245.0    8.01277670815E+01    1.07848759678E+02
  245.0   272.0    4.37817096330E+01    5.90046743580E+01
  272.0   300.0    2.43486436849E+01    3.28153005291E+01
  300.0   330.0    1.38006835434E+01    1.85950183953E+01
  330.0   362.0    7.88501222397E+00    1.06474466889E+01
  362.0   395.0    4.57438542038E+00    6.18540992089E+00
  395.0   430.0    2.69470993186E+00    3.64834208990E+00
  430.0   468.0    1.58462856844E+00    2.14861646324E+00
  468.0   507.0    9.36449250321E-01    1.27278282258E+00
  507.0   548.0    5.61175248319E-01    7.65187153547E-01
  548.0   592.0    3.36350380593E-01    4.59271041681E-01
  592.0   638.0    2.01348328557E-01    2.75711826794E-01
  638.0   686.0    1.21121084926E-01    1.66203902859E-01
  686.0   737.0    7.28695082536E-02    1.00421046322E-01
  737.0   790.0    4.37548851911E-02    6.04201216460E-02
  790.0   846.0    2.62554330789E-02    3.64084040760E-02
  846.0   905.0    1.56563046840E-02    2.17863836691E-02
  905.0   967.0    9.27044852327E-03    1.29595995415E-02
  967.0   1032.    5.45277370216E-03    7.65286390382E-03
  1032.   1101.    3.16983714022E-03    4.47235048019E-03
  1101.   1172.    1.82532732195E-03    2.58819575982E-03
  1172.   1248.    1.03847352160E-03    1.47977733135E-03
  1248.   1327.    5.79225395536E-04    8.30400590769E-04
  1327.   1410.    3.18000825381E-04    4.58793744737E-04
  1410.   1497.    1.70774311426E-04    2.48225269987E-04
  1497.   1588.    8.95341004169E-05    1.30962532572E-04
  1588.   1784.    3.37243441379E-05    4.98355091782E-05
  1784.   2116.    5.64530184506E-06    8.50710103137E-06
  2116.   2500.    3.86223968242E-07    6.00577896512E-07
  2500.   3000.    1.07409548465E-08    1.74049315471E-08
