 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.44208789113E+07    2.03282632932E+07
  21.00   24.00    7.83402017680E+06    1.07673230372E+07
  24.00   28.00    4.22119490544E+06    5.79408840702E+06
  28.00   32.00    2.23854714536E+06    3.07927179201E+06
  32.00   37.00    1.20563339166E+06    1.65088450654E+06
  37.00   43.00    6.17674469113E+05    8.47275815539E+05
  43.00   49.00    3.22139124061E+05    4.37670036335E+05
  49.00   56.00    1.73476312390E+05    2.36007193034E+05
  56.00   64.00    9.18174095128E+04    1.25166095251E+05
  64.00   74.00    4.68478194594E+04    6.34061605510E+04
  74.00   84.00    2.39427049864E+04    3.23294387248E+04
  84.00   97.00    1.22131938705E+04    1.65106479320E+04
  97.00   114.0    5.64216645334E+03    7.60704305993E+03
  114.0   133.0    2.48784843803E+03    3.35048917481E+03
  133.0   153.0    1.13944119348E+03    1.53588266518E+03
  153.0   174.0    5.51882315985E+02    7.42616508068E+02
  174.0   196.0    2.79939321074E+02    3.77079377059E+02
  196.0   220.0    1.45894728213E+02    1.96588375857E+02
  220.0   245.0    7.76317408311E+01    1.04684638889E+02
  245.0   272.0    4.21847628052E+01    5.69617367081E+01
  272.0   300.0    2.33304616160E+01    3.15077041965E+01
  300.0   330.0    1.31533575246E+01    1.77603386992E+01
  330.0   362.0    7.47634202779E+00    1.01174682307E+01
  362.0   395.0    4.31553145723E+00    5.84864608777E+00
  395.0   430.0    2.53010487636E+00    3.43356775561E+00
  430.0   468.0    1.48083669839E+00    2.01268128396E+00
  468.0   507.0    8.71092002331E-01    1.18685007356E+00
  507.0   548.0    5.19775012533E-01    7.10541106707E-01
  548.0   592.0    3.10286474304E-01    4.24756108952E-01
  592.0   638.0    1.85033361141E-01    2.54027880478E-01
  638.0   686.0    1.10901295430E-01    1.52582156650E-01
  686.0   737.0    6.64926960950E-02    9.18751453241E-02
  737.0   790.0    3.97948613179E-02    5.50960635661E-02
  790.0   846.0    2.38060263657E-02    3.30987504366E-02
  846.0   905.0    1.41540388756E-02    1.97473267302E-02
  905.0   967.0    8.35672093456E-03    1.17119780280E-02
  967.0   1032.    4.90182045508E-03    6.89732738137E-03
  1032.   1101.    2.84167214915E-03    4.01927379197E-03
  1101.   1172.    1.63195358865E-03    2.31955060178E-03
  1172.   1248.    9.25936744199E-04    1.32244367445E-03
  1248.   1327.    5.15050718150E-04    7.40027350870E-04
  1327.   1410.    2.82115024064E-04    4.07829469893E-04
  1410.   1497.    1.51165585933E-04    2.20141096424E-04
  1497.   1588.    7.90857756973E-05    1.15863780750E-04
  1588.   1784.    2.97327695193E-05    4.39951335361E-05
  1784.   2116.    4.98329627902E-06    7.51468736985E-06
  2116.   2500.    3.47032564967E-07    5.39482098878E-07
  2500.   3000.    1.02046204435E-08    1.65106112933E-08
