 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.76826355719E+07    2.12415526647E+07
  21.00   24.00    9.63912260352E+06    1.12388649279E+07
  24.00   28.00    5.21803869177E+06    6.10808788935E+06
  28.00   32.00    2.77619547484E+06    3.27223893440E+06
  32.00   37.00    1.49796345520E+06    1.76284723945E+06
  37.00   43.00    7.68969230145E+05    9.10899300039E+05
  43.00   49.00    4.01700202057E+05    4.71781595945E+05
  49.00   56.00    2.16546534024E+05    2.55632544601E+05
  56.00   64.00    1.14780630207E+05    1.36313653169E+05
  64.00   74.00    5.86131832659E+04    6.91802178048E+04
  74.00   84.00    2.99695481903E+04    3.53775695975E+04
  84.00   97.00    1.52940301038E+04    1.81307775097E+04
  97.00   114.0    7.06905377122E+03    8.37765002590E+03
  114.0   133.0    3.12148632416E+03    3.70505514434E+03
  133.0   153.0    1.43368236318E+03    1.70816116879E+03
  153.0   174.0    6.96187882587E+02    8.29603646669E+02
  174.0   196.0    3.53870601650E+02    4.23096759839E+02
  196.0   220.0    1.84614170600E+02    2.21244087176E+02
  220.0   245.0    9.83624225657E+01    1.18200584682E+02
  245.0   272.0    5.35613849819E+01    6.45834412738E+01
  272.0   300.0    2.96697385808E+01    3.58375067737E+01
  300.0   330.0    1.67641911284E+01    2.02747860831E+01
  330.0   362.0    9.54585884200E+00    1.15921969717E+01
  362.0   395.0    5.51623749054E+00    6.71940722671E+00
  395.0   430.0    3.23555776166E+00    3.95265106173E+00
  430.0   468.0    1.89396008993E+00    2.32082079662E+00
  468.0   507.0    1.11411380938E+00    1.37080783293E+00
  507.0   548.0    6.65396159178E-01    8.22874167781E-01
  548.0   592.0    3.97087793798E-01    4.92415066684E-01
  592.0   638.0    2.36709366828E-01    2.94829073157E-01
  638.0   686.0    1.41796120286E-01    1.77222109725E-01
  686.0   737.0    8.49146566360E-02    1.06757642096E-01
  737.0   790.0    5.08149539123E-02    6.40924374357E-02
  790.0   846.0    3.03815257710E-02    3.85393136111E-02
  846.0   905.0    1.80521358241E-02    2.30097777160E-02
  905.0   967.0    1.06604904523E-02    1.36703600608E-02
  967.0   1032.    6.25280366714E-03    8.06072082958E-03
  1032.   1101.    3.62783369082E-03    4.70845583120E-03
  1101.   1172.    2.08585992703E-03    2.72426879495E-03
  1172.   1248.    1.18573059185E-03    1.55841330136E-03
  1248.   1327.    6.61289100604E-04    8.75696504560E-04
  1327.   1410.    3.63377662049E-04    4.84964057340E-04
  1410.   1497.    1.95497647610E-04    2.63314198988E-04
  1497.   1588.    1.02762796783E-04    1.39475302162E-04
  1588.   1784.    3.89011434834E-05    5.34664259570E-05
  1784.   2116.    6.57626383938E-06    9.26121432152E-06
  2116.   2500.    4.52757483742E-07    6.64526096205E-07
  2500.   3000.    1.20723560867E-08    1.88775595101E-08
