 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.63979144263E+07    2.08084580676E+07
  21.00   24.00    8.75276614234E+06    1.09799737554E+07
  24.00   28.00    4.64875463341E+06    5.90996839492E+06
  28.00   32.00    2.42993242043E+06    3.14054068745E+06
  32.00   37.00    1.29146414956E+06    1.68177722588E+06
  37.00   43.00    6.53648205559E+05    8.62958012871E+05
  43.00   49.00    3.37403249933E+05    4.45871575207E+05
  49.00   56.00    1.80160140954E+05    2.40657648319E+05
  56.00   64.00    9.47040045867E+04    1.27863622707E+05
  64.00   74.00    4.80074095341E+04    6.48973972894E+04
  74.00   84.00    2.43937235295E+04    3.31613573129E+04
  84.00   97.00    1.23776188294E+04    1.69654888772E+04
  97.00   114.0    5.68275904232E+03    7.82769743856E+03
  114.0   133.0    2.49230605977E+03    3.45457327824E+03
  133.0   153.0    1.13773334435E+03    1.58859391273E+03
  153.0   174.0    5.49542998630E+02    7.70253828097E+02
  174.0   196.0    2.78078166410E+02    3.92011638006E+02
  196.0   220.0    1.44511558350E+02    2.04652076080E+02
  220.0   245.0    7.67075259090E+01    1.09131899934E+02
  245.0   272.0    4.16081853470E+01    5.94854789011E+01
  272.0   300.0    2.29573262279E+01    3.29337802201E+01
  300.0   330.0    1.29212657859E+01    1.85882304490E+01
  330.0   362.0    7.32872809077E+00    1.05941480768E+01
  362.0   395.0    4.21823698372E+00    6.12193211744E+00
  395.0   430.0    2.46436451383E+00    3.58988041243E+00
  430.0   468.0    1.43657408387E+00    2.10042738070E+00
  468.0   507.0    8.41547761077E-01    1.23581010200E+00
  507.0   548.0    5.00629395929E-01    7.38994088076E-01
  548.0   592.0    2.97560944926E-01    4.40700042081E-01
  592.0   638.0    1.76660251355E-01    2.62850379744E-01
  638.0   686.0    1.05389941587E-01    1.57402461253E-01
  686.0   737.0    6.28486000012E-02    9.43954545923E-02
  737.0   790.0    3.74498921304E-02    5.64499047265E-02
  790.0   846.0    2.22924769299E-02    3.37906041917E-02
  846.0   905.0    1.31845503538E-02    2.00829254375E-02
  905.0   967.0    7.74791206516E-03    1.18705302366E-02
  967.0   1032.    4.52083062794E-03    6.96280295509E-03
  1032.   1101.    2.60838456279E-03    4.04323796135E-03
  1101.   1172.    1.49089026274E-03    2.32522795204E-03
  1172.   1248.    8.42259169132E-04    1.32165472080E-03
  1248.   1327.    4.66678210948E-04    7.37606594943E-04
  1327.   1410.    2.54753448331E-04    4.05635740111E-04
  1410.   1497.    1.36173951954E-04    2.18686762163E-04
  1497.   1588.    7.11539268976E-05    1.15109065504E-04
  1588.   1784.    2.67739611775E-05    4.38190529150E-05
  1784.   2116.    4.52703283214E-06    7.56921678107E-06
  2116.   2500.    3.25515322353E-07    5.62030340512E-07
  2500.   3000.    1.02137496816E-08    1.82930725214E-08
