 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    2.45260045744E+07    2.28572267737E+07
  21.00   24.00    1.30737387830E+07    1.17840336692E+07
  24.00   28.00    6.92607028186E+06    6.32704561292E+06
  28.00   32.00    3.61505910836E+06    3.36498883744E+06
  32.00   37.00    1.92046297009E+06    1.79648565802E+06
  37.00   43.00    9.71058055203E+05    9.23292239743E+05
  43.00   49.00    5.00668506894E+05    4.73484864098E+05
  49.00   56.00    2.67066310959E+05    2.55794342670E+05
  56.00   64.00    1.40155190025E+05    1.36088259711E+05
  64.00   74.00    7.09686983536E+04    6.86829750475E+04
  74.00   84.00    3.60399692428E+04    3.50614910466E+04
  84.00   97.00    1.82911317910E+04    1.79828187690E+04
  97.00   114.0    8.41332261944E+03    8.30855994233E+03
  114.0   133.0    3.69855000868E+03    3.67800064623E+03
  133.0   153.0    1.69164358389E+03    1.69805907828E+03
  153.0   174.0    8.19306540216E+02    8.25671598906E+02
  174.0   196.0    4.15956559185E+02    4.22402362210E+02
  196.0   220.0    2.17121981116E+02    2.21795360935E+02
  220.0   245.0    1.15782573718E+02    1.18991818004E+02
  245.0   272.0    6.30924184444E+01    6.52736298365E+01
  272.0   300.0    3.50093332127E+01    3.63746529190E+01
  300.0   330.0    1.98049729557E+01    2.06508200019E+01
  330.0   362.0    1.12964147708E+01    1.18625399138E+01
  362.0   395.0    6.54383601474E+00    6.90979135619E+00
  395.0   430.0    3.84978538603E+00    4.08591716642E+00
  430.0   468.0    2.26109953027E+00    2.41259082606E+00
  468.0   507.0    1.33467113345E+00    1.43339031422E+00
  507.0   548.0    7.98918261638E-01    8.64450780257E-01
  548.0   592.0    4.78306996118E-01    5.19964081512E-01
  592.0   638.0    2.85997185432E-01    3.12978415809E-01
  638.0   686.0    1.71833953807E-01    1.89065790947E-01
  686.0   737.0    1.03246209943E-01    1.14566340944E-01
  737.0   790.0    6.19125997242E-02    6.90490027645E-02
  790.0   846.0    3.70984466484E-02    4.17109358165E-02
  846.0   905.0    2.20872457660E-02    2.50063488528E-02
  905.0   967.0    1.30556307127E-02    1.49061774922E-02
  967.0   1032.    7.66458025416E-03    8.81569384498E-03
  1032.   1101.    4.44694662140E-03    5.16196702748E-03
  1101.   1172.    2.55541803363E-03    2.99196327904E-03
  1172.   1248.    1.45053747334E-03    1.71275148231E-03
  1248.   1327.    8.07074536932E-04    9.62519665148E-04
  1327.   1410.    4.41952453085E-04    5.32489775077E-04
  1410.   1497.    2.36710103238E-04    2.88533541141E-04
  1497.   1588.    1.23779329318E-04    1.52393243178E-04
  1588.   1784.    4.64454607608E-05    5.80822742277E-05
  1784.   2116.    7.72464764714E-06    9.94510176397E-06
  2116.   2500.    5.24385443026E-07    7.06255104319E-07
  2500.   3000.    1.45066150679E-08    2.06833457953E-08
