 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    2.34890696059E+07    2.18331878865E+07
  21.00   24.00    1.26401951659E+07    1.13482888017E+07
  24.00   28.00    6.76602185270E+06    6.16426221890E+06
  28.00   32.00    3.56469630355E+06    3.30770580868E+06
  32.00   37.00    1.90848667580E+06    1.78024926939E+06
  37.00   43.00    9.73177786304E+05    9.22906019432E+05
  43.00   49.00    5.05817284394E+05    4.77015664209E+05
  49.00   56.00    2.71732574066E+05    2.59637283471E+05
  56.00   64.00    1.43663567786E+05    1.39192478573E+05
  64.00   74.00    7.32282698604E+04    7.07219046865E+04
  74.00   84.00    3.74010675644E+04    3.63212299296E+04
  84.00   97.00    1.90732856701E+04    1.87193380016E+04
  97.00   114.0    8.80984019664E+03    8.68761847475E+03
  114.0   133.0    3.88764968235E+03    3.86131918913E+03
  133.0   153.0    1.78414718145E+03    1.78912478405E+03
  153.0   174.0    8.65507334286E+02    8.71517559578E+02
  174.0   196.0    4.39434693714E+02    4.45974821673E+02
  196.0   220.0    2.28947239058E+02    2.33787231037E+02
  220.0   245.0    1.21791258474E+02    1.25162193349E+02
  245.0   272.0    6.62037988346E+01    6.85138796340E+01
  272.0   300.0    3.66057671207E+01    3.80573138883E+01
  300.0   330.0    2.06431805791E+01    2.15452858965E+01
  330.0   362.0    1.17298435881E+01    1.23319406219E+01
  362.0   395.0    6.76315649166E+00    7.15185292358E+00
  395.0   430.0    3.95775486051E+00    4.20814772262E+00
  430.0   468.0    2.31109172748E+00    2.47111866438E+00
  468.0   507.0    1.35605957760E+00    1.45985359739E+00
  507.0   548.0    8.07747627893E-01    8.76436363295E-01
  548.0   592.0    4.80687815533E-01    5.24143110380E-01
  592.0   638.0    2.85699863138E-01    3.13690295878E-01
  638.0   686.0    1.70618654291E-01    1.88390675425E-01
  686.0   737.0    1.01847502954E-01    1.13426466005E-01
  737.0   790.0    6.07406850061E-02    6.80025816850E-02
  790.0   846.0    3.61867259182E-02    4.08462518953E-02
  846.0   905.0    2.14206404028E-02    2.43490594929E-02
  905.0   967.0    1.25996672516E-02    1.44431703201E-02
  967.0   1032.    7.35951017117E-03    8.49881457203E-03
  1032.   1101.    4.25134431152E-03    4.95442077452E-03
  1101.   1172.    2.43329744849E-03    2.85963555348E-03
  1172.   1248.    1.37684032887E-03    1.63151722972E-03
  1248.   1327.    7.64290163601E-04    9.14483374597E-04
  1327.   1410.    4.18094811729E-04    5.05192748807E-04
  1410.   1497.    2.24029407472E-04    2.73761106580E-04
  1497.   1588.    1.17395998545E-04    1.44799254414E-04
  1588.   1784.    4.43933651972E-05    5.55641494602E-05
  1784.   2116.    7.61028063264E-06    9.77549263537E-06
  2116.   2500.    5.74199761140E-07    7.61683596084E-07
  2500.   3000.    2.12484711205E-08    2.84343304002E-08
