 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.46907330879E+07    2.10621454865E+07
  21.00   24.00    8.18613103243E+06    1.11756593245E+07
  24.00   28.00    4.51483498023E+06    6.05105699298E+06
  28.00   32.00    2.44386757161E+06    3.22680599975E+06
  32.00   37.00    1.33826213770E+06    1.73241147423E+06
  37.00   43.00    6.97353570430E+05    8.92108894507E+05
  43.00   49.00    3.69405088854E+05    4.61185413764E+05
  49.00   56.00    2.01649537412E+05    2.49395897696E+05
  56.00   64.00    1.08224287882E+05    1.32879521640E+05
  64.00   74.00    5.59626477640E+04    6.74063404317E+04
  74.00   84.00    2.89614130111E+04    3.44693843245E+04
  84.00   97.00    1.49475481920E+04    1.76716049984E+04
  97.00   114.0    6.99298762549E+03    8.16904728812E+03
  114.0   133.0    3.12561503603E+03    3.61562836990E+03
  133.0   153.0    1.45131628990E+03    1.66879470872E+03
  153.0   174.0    7.11149562296E+02    8.10929979189E+02
  174.0   196.0    3.64330630294E+02    4.13842725718E+02
  196.0   220.0    1.91509782744E+02    2.16640096040E+02
  220.0   245.0    1.02745556518E+02    1.15864861791E+02
  245.0   272.0    5.63403266630E+01    6.34208928579E+01
  272.0   300.0    3.14417808761E+01    3.52787014939E+01
  300.0   330.0    1.78724459024E+01    1.99881958692E+01
  330.0   362.0    1.02317284509E+01    1.14447333124E+01
  362.0   395.0    5.94522733952E+00    6.64519117023E+00
  395.0   430.0    3.50771479476E+00    3.91764731813E+00
  430.0   468.0    2.06850172325E+00    2.30953856698E+00
  468.0   507.0    1.22654350645E+00    1.37076787207E+00
  507.0   548.0    7.37224307660E-01    8.25738601941E-01
  548.0   592.0    4.43148383488E-01    4.96233173109E-01
  592.0   638.0    2.66240119541E-01    2.98600048003E-01
  638.0   686.0    1.60860556762E-01    1.80531525277E-01
  686.0   737.0    9.72324810427E-02    1.09508096856E-01
  737.0   790.0    5.87206778539E-02    6.61721267754E-02
  790.0   846.0    3.54458907034E-02    4.00746658970E-02
  846.0   905.0    2.12769480825E-02    2.41097927847E-02
  905.0   967.0    1.26970996140E-02    1.44415223695E-02
  967.0   1032.    7.52875964711E-03    8.58694964711E-03
  1032.   1101.    4.41608492583E-03    5.05952191782E-03
  1101.   1172.    2.56665178875E-03    2.95213981575E-03
  1172.   1248.    1.47459837015E-03    1.70281893877E-03
  1248.   1327.    8.30910094454E-04    9.64548022201E-04
  1327.   1410.    4.61041100030E-04    5.38216864448E-04
  1410.   1497.    2.50343961098E-04    2.94294164098E-04
  1497.   1588.    1.32815956703E-04    1.56995500836E-04
  1588.   1784.    5.08895182607E-05    6.07341632107E-05
  1784.   2116.    8.81060866494E-06    1.07201549645E-05
  2116.   2500.    6.56158836974E-07    8.22080664485E-07
  2500.   3000.    2.30764391554E-08    2.98162432920E-08
