 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.77334157344E+07    2.13280679460E+07
  21.00   24.00    9.58101232416E+06    1.11938280182E+07
  24.00   28.00    5.14025430661E+06    6.02415275067E+06
  28.00   32.00    2.71673936316E+06    3.20563746376E+06
  32.00   37.00    1.45990450319E+06    1.71957066443E+06
  37.00   43.00    7.46950817841E+05    8.85272588270E+05
  43.00   49.00    3.89419294921E+05    4.57508936605E+05
  49.00   56.00    2.09801221912E+05    2.47712601121E+05
  56.00   64.00    1.11170389821E+05    1.32030649487E+05
  64.00   74.00    5.68299758266E+04    6.70691349502E+04
  74.00   84.00    2.91173100185E+04    3.43687778123E+04
  84.00   97.00    1.48960032204E+04    1.76572239631E+04
  97.00   114.0    6.90744742044E+03    8.18542345904E+03
  114.0   133.0    3.05941192690E+03    3.63125551742E+03
  133.0   153.0    1.40764323161E+03    1.67722681564E+03
  153.0   174.0    6.84640476173E+02    8.15956762678E+02
  174.0   196.0    3.48588863288E+02    4.16886171544E+02
  196.0   220.0    1.82271012991E+02    2.18497399937E+02
  220.0   245.0    9.72705222056E+01    1.16918946942E+02
  245.0   272.0    5.29988180004E+01    6.39182705026E+01
  272.0   300.0    2.93816616849E+01    3.54944574350E+01
  300.0   330.0    1.65967229843E+01    2.00748138816E+01
  330.0   362.0    9.44671172452E+00    1.14728784098E+01
  362.0   395.0    5.45816077533E+00    6.64872089507E+00
  395.0   430.0    3.20190139138E+00    3.91113427214E+00
  430.0   468.0    1.87475575634E+00    2.29682579960E+00
  468.0   507.0    1.10295191668E+00    1.35665044183E+00
  507.0   548.0    6.57989141764E-01    8.13305133044E-01
  548.0   592.0    3.92607409168E-01    4.86555613506E-01
  592.0   638.0    2.33984264100E-01    2.91221088888E-01
  638.0   686.0    1.40149078481E-01    1.75016725776E-01
  686.0   737.0    8.39691901653E-02    1.05474700245E-01
  737.0   790.0    5.02222145839E-02    6.32822982139E-02
  790.0   846.0    3.00287364932E-02    3.80508342558E-02
  846.0   905.0    1.78490295185E-02    2.27248915078E-02
  905.0   967.0    1.05390494156E-02    1.34986109646E-02
  967.0   1032.    6.18470839573E-03    7.96271616152E-03
  1032.   1101.    3.58905251087E-03    4.65188791391E-03
  1101.   1172.    2.06465802492E-03    2.69293457516E-03
  1172.   1248.    1.17415470540E-03    1.54093444316E-03
  1248.   1327.    6.55061254677E-04    8.66160424900E-04
  1327.   1410.    3.60085428709E-04    4.79818765514E-04
  1410.   1497.    1.93792183543E-04    2.60569316391E-04
  1497.   1588.    1.01888605539E-04    1.38038161456E-04
  1588.   1784.    3.85672599971E-05    5.28947176386E-05
  1784.   2116.    6.52412528552E-06    9.15655981320E-06
  2116.   2500.    4.53082121415E-07    6.59508833100E-07
  2500.   3000.    1.27218346137E-08    1.94100228438E-08
