 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.92343586417E+07    2.32182753844E+07
  21.00   24.00    1.06645588108E+07    1.20975974551E+07
  24.00   28.00    5.85136804729E+06    6.51131162480E+06
  28.00   32.00    3.15442978454E+06    3.45739310736E+06
  32.00   37.00    1.72223677569E+06    1.84701422240E+06
  37.00   43.00    8.94370936675E+05    9.48857905229E+05
  43.00   49.00    4.72205647324E+05    4.87058533420E+05
  49.00   56.00    2.57020592608E+05    2.62976961100E+05
  56.00   64.00    1.37463806351E+05    1.39936785864E+05
  64.00   74.00    7.08564946115E+04    7.06038444135E+04
  74.00   84.00    3.65679748977E+04    3.60178271270E+04
  84.00   97.00    1.88252700110E+04    1.84589658586E+04
  97.00   114.0    8.78368062676E+03    8.51717307243E+03
  114.0   133.0    3.91306540374E+03    3.76368273393E+03
  133.0   153.0    1.80947721240E+03    1.73441660944E+03
  153.0   174.0    8.83806138265E+02    8.41194271406E+02
  174.0   196.0    4.51642417696E+02    4.29190266650E+02
  196.0   220.0    2.36945323007E+02    2.24671953320E+02
  220.0   245.0    1.26851166487E+02    1.20157425719E+02
  245.0   272.0    6.93318418789E+01    6.57070843028E+01
  272.0   300.0    3.85520872626E+01    3.64784755191E+01
  300.0   330.0    2.18402103313E+01    2.06305733877E+01
  330.0   362.0    1.24670223098E+01    1.18058261977E+01
  362.0   395.0    7.22340837219E+00    6.84813128871E+00
  395.0   430.0    4.24901779754E+00    4.03250759373E+00
  430.0   468.0    2.49493521421E+00    2.37156506403E+00
  468.0   507.0    1.47202432299E+00    1.40379510082E+00
  507.0   548.0    8.80562988981E-01    8.43574931671E-01
  548.0   592.0    5.26806351791E-01    5.05378559086E-01
  592.0   638.0    3.14779698712E-01    3.03095227299E-01
  638.0   686.0    1.89006161791E-01    1.82443049212E-01
  686.0   737.0    1.13498986037E-01    1.10222605809E-01
  737.0   790.0    6.80306011481E-02    6.62186845451E-02
  790.0   846.0    4.07541575587E-02    3.98943646119E-02
  846.0   905.0    2.42630107191E-02    2.38536960263E-02
  905.0   967.0    1.43449655235E-02    1.41896498516E-02
  967.0   1032.    8.42574748530E-03    8.37555596332E-03
  1032.   1101.    4.89204535252E-03    4.89672050949E-03
  1101.   1172.    2.81395116190E-03    2.83393968635E-03
  1172.   1248.    1.59924244072E-03    1.62035453132E-03
  1248.   1327.    8.91187682497E-04    9.09741878984E-04
  1327.   1410.    4.89006116504E-04    5.03067532670E-04
  1410.   1497.    2.62537321492E-04    2.72597998132E-04
  1497.   1588.    1.37647406731E-04    1.43951180292E-04
  1588.   1784.    5.18976324708E-05    5.49293683288E-05
  1784.   2116.    8.72793694694E-06    9.45249126356E-06
  2116.   2500.    6.07403414876E-07    6.81912003853E-07
  2500.   3000.    1.76118751895E-08    2.07129432198E-08
