 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.41720696035E+07    2.04941508658E+07
  21.00   24.00    7.94797454070E+06    1.09336212348E+07
  24.00   28.00    4.41263155313E+06    5.95771599285E+06
  28.00   32.00    2.40544045780E+06    3.19497917944E+06
  32.00   37.00    1.32627207688E+06    1.72596034281E+06
  37.00   43.00    6.95864573712E+05    8.93960782172E+05
  43.00   49.00    3.70921535079E+05    4.64625530809E+05
  49.00   56.00    2.03581442260E+05    2.52427596518E+05
  56.00   64.00    1.09808590793E+05    1.35084890578E+05
  64.00   74.00    5.70538311160E+04    6.88037055859E+04
  74.00   84.00    2.96576885892E+04    3.53245344316E+04
  84.00   97.00    1.53669151358E+04    1.81719819847E+04
  97.00   114.0    7.21794057190E+03    8.43046244381E+03
  114.0   133.0    3.23806817663E+03    3.74317931666E+03
  133.0   153.0    1.50777995616E+03    1.73181015249E+03
  153.0   174.0    7.40804067323E+02    8.43497030668E+02
  174.0   196.0    3.80494183076E+02    4.31435404374E+02
  196.0   220.0    2.00443756991E+02    2.26275865435E+02
  220.0   245.0    1.07741995648E+02    1.21215043989E+02
  245.0   272.0    5.91281256349E+01    6.63874166466E+01
  272.0   300.0    3.29886352509E+01    3.69099700625E+01
  300.0   330.0    1.87562066527E+01    2.09158560688E+01
  330.0   362.0    1.07383798652E+01    1.19747801913E+01
  362.0   395.0    6.23432936040E+00    6.94655452474E+00
  395.0   430.0    3.67101844909E+00    4.08765318540E+00
  430.0   468.0    2.15660546427E+00    2.40099165373E+00
  468.0   507.0    1.27289584711E+00    1.41891457310E+00
  507.0   548.0    7.62362806579E-01    8.51811959908E-01
  548.0   592.0    4.56113043078E-01    5.09631492300E-01
  592.0   638.0    2.72516895430E-01    3.05072580112E-01
  638.0   686.0    1.63574672072E-01    1.83302468365E-01
  686.0   737.0    9.81299569596E-02    1.10399541950E-01
  737.0   790.0    5.88083454678E-02    6.62289951847E-02
  790.0   846.0    3.52026475240E-02    3.97931255069E-02
  846.0   905.0    2.09372101169E-02    2.37331297608E-02
  905.0   967.0    1.23735528837E-02    1.40851804571E-02
  967.0   1032.    7.26185754993E-03    8.29388544286E-03
  1032.   1101.    4.21517267548E-03    4.83844014934E-03
  1101.   1172.    2.42441206406E-03    2.79501080630E-03
  1172.   1248.    1.37868632138E-03    1.59646455607E-03
  1248.   1327.    7.69257584558E-04    8.95667409295E-04
  1327.   1410.    4.22988502851E-04    4.95367699737E-04
  1410.   1497.    2.27808526212E-04    2.68675072463E-04
  1497.   1588.    1.19939212413E-04    1.42211996396E-04
  1588.   1784.    4.55649822670E-05    5.45240969057E-05
  1784.   2116.    7.78756961051E-06    9.48938443443E-06
  2116.   2500.    5.53993805948E-07    6.96030395478E-07
  2500.   3000.    1.61520378006E-08    2.12486066890E-08
