 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.83976822578E+07    2.21230991885E+07
  21.00   24.00    9.97853257267E+06    1.16514785017E+07
  24.00   28.00    5.37453407418E+06    6.29772762709E+06
  28.00   32.00    2.84676856956E+06    3.35954166605E+06
  32.00   37.00    1.53042813542E+06    1.80277883047E+06
  37.00   43.00    7.83332229462E+05    9.28597294772E+05
  43.00   49.00    4.08408036728E+05    4.79868093190E+05
  49.00   56.00    2.19942115728E+05    2.59773911953E+05
  56.00   64.00    1.16534851163E+05    1.38448299887E+05
  64.00   74.00    5.95141518422E+04    7.02814816166E+04
  74.00   84.00    3.04403073610E+04    3.59558033969E+04
  84.00   97.00    1.55371362768E+04    1.84318075297E+04
  97.00   114.0    7.17732929910E+03    8.51342335514E+03
  114.0   133.0    3.16385712005E+03    3.75987239552E+03
  133.0   153.0    1.44867261989E+03    1.72855328968E+03
  153.0   174.0    7.00601664223E+02    8.36323442249E+02
  174.0   196.0    3.54394361689E+02    4.24574836255E+02
  196.0   220.0    1.83817639698E+02    2.20783588134E+02
  220.0   245.0    9.72839610340E+01    1.17195709910E+02
  245.0   272.0    5.25895071479E+01    6.35784154835E+01
  272.0   300.0    2.89140338244E+01    3.50233260381E+01
  300.0   330.0    1.62179040589E+01    1.96718119103E+01
  330.0   362.0    9.16587931251E+00    1.11641563371E+01
  362.0   395.0    5.25708060969E+00    6.42376784753E+00
  395.0   430.0    3.06118478132E+00    3.75170334359E+00
  430.0   468.0    1.77908773288E+00    2.18716127070E+00
  468.0   507.0    1.03945323772E+00    1.28319464399E+00
  507.0   548.0    6.17001394001E-01    7.65661658249E-01
  548.0   592.0    3.66040955082E-01    4.55493398287E-01
  592.0   638.0    2.16992755153E-01    2.71243330386E-01
  638.0   686.0    1.29311111214E-01    1.62222295927E-01
  686.0   737.0    7.70598437343E-02    9.72560837973E-02
  737.0   790.0    4.59036754550E-02    5.81301338606E-02
  790.0   846.0    2.73244881495E-02    3.48082822191E-02
  846.0   905.0    1.61650016573E-02    2.06962877496E-02
  905.0   967.0    9.50422708481E-03    1.22443050221E-02
  967.0   1032.    5.54919605630E-03    7.18975014760E-03
  1032.   1101.    3.20391660680E-03    4.18026434227E-03
  1101.   1172.    1.83234694349E-03    2.40650674666E-03
  1172.   1248.    1.03547428489E-03    1.36884628460E-03
  1248.   1327.    5.73614359531E-04    7.64298344043E-04
  1327.   1410.    3.12807321261E-04    4.20096427671E-04
  1410.   1497.    1.66827649382E-04    2.26177883001E-04
  1497.   1588.    8.68241334090E-05    1.18596959467E-04
  1588.   1784.    3.23560606851E-05    4.47448452917E-05
  1784.   2116.    5.30062110259E-06    7.49490892975E-06
  2116.   2500.    3.47735471077E-07    5.07513519563E-07
  2500.   3000.    9.11577051275E-09    1.36873748914E-08
