 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    2.15810807563E+07    2.27859641079E+07
  21.00   24.00    1.13688380393E+07    1.18800039636E+07
  24.00   28.00    5.95746129231E+06    6.36146928029E+06
  28.00   32.00    3.07766408594E+06    3.37460912585E+06
  32.00   37.00    1.62051640394E+06    1.80136801434E+06
  37.00   43.00    8.11984078368E+05    9.22359602227E+05
  43.00   49.00    4.15185353827E+05    4.73839472326E+05
  49.00   56.00    2.19869397332E+05    2.55174800504E+05
  56.00   64.00    1.14546604597E+05    1.35119322908E+05
  64.00   74.00    5.75800789980E+04    6.82274457865E+04
  74.00   84.00    2.90328327119E+04    3.47366657993E+04
  84.00   97.00    1.46346130629E+04    1.77338484450E+04
  97.00   114.0    6.67970827789E+03    8.16391047873E+03
  114.0   133.0    2.91212317753E+03    3.59566412294E+03
  133.0   153.0    1.32110936792E+03    1.64942776948E+03
  153.0   174.0    6.34985207370E+02    7.98007347643E+02
  174.0   196.0    3.20059571474E+02    4.05753899616E+02
  196.0   220.0    1.65905286483E+02    2.11810110862E+02
  220.0   245.0    8.78635401571E+01    1.12937778303E+02
  245.0   272.0    4.75471752789E+01    6.15350036472E+01
  272.0   300.0    2.61996961818E+01    3.40817455072E+01
  300.0   330.0    1.47207690338E+01    1.92317954291E+01
  330.0   362.0    8.34051892503E+00    1.09703253108E+01
  362.0   395.0    4.80005192712E+00    6.34928667259E+00
  395.0   430.0    2.80620982952E+00    3.73150315349E+00
  430.0   468.0    1.63776311341E+00    2.18917407460E+00
  468.0   507.0    9.60638452904E-01    1.29180603804E+00
  507.0   548.0    5.71567985521E-01    7.73846903251E-01
  548.0   592.0    3.40200379328E-01    4.62753508722E-01
  592.0   638.0    2.02248631403E-01    2.76828770760E-01
  638.0   686.0    1.20835560361E-01    1.66273013528E-01
  686.0   737.0    7.22116067652E-02    1.00114636576E-01
  737.0   790.0    4.30706694609E-02    6.00097862843E-02
  790.0   846.0    2.56758701762E-02    3.60390352178E-02
  846.0   905.0    1.52099860020E-02    2.14901191958E-02
  905.0   967.0    8.94586333169E-03    1.27362627312E-02
  967.0   1032.    5.22642733493E-03    7.49344773901E-03
  1032.   1101.    3.01706073423E-03    4.36197753992E-03
  1101.   1172.    1.72502056797E-03    2.51425221356E-03
  1172.   1248.    9.74230382799E-04    1.43135548546E-03
  1248.   1327.    5.39217552958E-04    7.99682713415E-04
  1327.   1410.    2.93692212196E-04    4.39718912150E-04
  1410.   1497.    1.56411820563E-04    2.36747035716E-04
  1497.   1588.    8.12882773764E-05    1.24218036095E-04
  1588.   1784.    3.02355447886E-05    4.68978817383E-05
  1784.   2116.    4.94819277716E-06    7.88980482397E-06
  2116.   2500.    3.27161690746E-07    5.44767553037E-07
  2500.   3000.    8.76774615599E-09    1.54234537234E-08
