 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.87750799822E+07    2.29972061386E+07
  21.00   24.00    1.04851572437E+07    1.20424914183E+07
  24.00   28.00    5.79755034104E+06    6.52374540949E+06
  28.00   32.00    3.14759020418E+06    3.48126428760E+06
  32.00   37.00    1.72891549681E+06    1.86772933065E+06
  37.00   43.00    9.03589702855E+05    9.64044337390E+05
  43.00   49.00    4.79867202946E+05    4.96813997323E+05
  49.00   56.00    2.62466794311E+05    2.69204038799E+05
  56.00   64.00    1.41053408841E+05    1.43736740966E+05
  64.00   74.00    7.29982468667E+04    7.27347153548E+04
  74.00   84.00    3.77864197590E+04    3.71820495109E+04
  84.00   97.00    1.94911308923E+04    1.90723129718E+04
  97.00   114.0    9.10315847203E+03    8.80036589650E+03
  114.0   133.0    4.05620255140E+03    3.88643744648E+03
  133.0   153.0    1.87527673717E+03    1.78947935417E+03
  153.0   174.0    9.14505090652E+02    8.66228597224E+02
  174.0   196.0    4.66123812798E+02    4.40792183173E+02
  196.0   220.0    2.43600673809E+02    2.29874381813E+02
  220.0   245.0    1.29858799652E+02    1.22439086932E+02
  245.0   272.0    7.06734205596E+01    6.66868165958E+01
  272.0   300.0    3.91110318147E+01    3.68620213733E+01
  300.0   330.0    2.20629341577E+01    2.07694848542E+01
  330.0   362.0    1.25337663555E+01    1.18355735193E+01
  362.0   395.0    7.22446480261E+00    6.83570711438E+00
  395.0   430.0    4.22664834492E+00    4.00688380053E+00
  430.0   468.0    2.46858757110E+00    2.34599295633E+00
  468.0   507.0    1.45000933524E+00    1.38362498273E+00
  507.0   548.0    8.65190312998E-01    8.30000123620E-01
  548.0   592.0    5.16059833474E-01    4.96094218404E-01
  592.0   638.0    3.07679185988E-01    2.97071195129E-01
  638.0   686.0    1.84419587950E-01    1.78617384852E-01
  686.0   737.0    1.10533899007E-01    1.07769741721E-01
  737.0   790.0    6.62183251741E-02    6.47459145413E-02
  790.0   846.0    3.96284705371E-02    3.89894881801E-02
  846.0   905.0    2.35632510255E-02    2.32983879011E-02
  905.0   967.0    1.39186302970E-02    1.38546380622E-02
  967.0   1032.    8.16158008396E-03    8.17074209088E-03
  1032.   1101.    4.73103024030E-03    4.77303931155E-03
  1101.   1172.    2.71572092390E-03    2.75894560066E-03
  1172.   1248.    1.54021657861E-03    1.57580215162E-03
  1248.   1327.    8.56391124665E-04    8.83692056852E-04
  1327.   1410.    4.68885141246E-04    4.88116234881E-04
  1410.   1497.    2.51233922986E-04    2.64315759600E-04
  1497.   1588.    1.31492371252E-04    1.39484974406E-04
  1588.   1784.    4.95059140619E-05    5.32384441136E-05
  1784.   2116.    8.33080303421E-06    9.18632353481E-06
  2116.   2500.    5.83992644014E-07    6.67170484410E-07
  2500.   3000.    1.71304448825E-08    2.02650374142E-08
