 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.79007913537E+07    2.31494932902E+07
  21.00   24.00    9.43900051842E+06    1.20653222933E+07
  24.00   28.00    4.95419541052E+06    6.40500064452E+06
  28.00   32.00    2.55774830971E+06    3.36008333308E+06
  32.00   37.00    1.34310857065E+06    1.77528116588E+06
  37.00   43.00    6.71243340093E+05    8.98552881771E+05
  43.00   49.00    3.42289720213E+05    4.58289833926E+05
  49.00   56.00    1.80714170699E+05    2.44306553897E+05
  56.00   64.00    9.39136215045E+04    1.28179398443E+05
  64.00   74.00    4.70418023826E+04    6.42455885018E+04
  74.00   84.00    2.36212165267E+04    3.24048603793E+04
  84.00   97.00    1.18546982590E+04    1.63832771151E+04
  97.00   114.0    5.38178398897E+03    7.46659881730E+03
  114.0   133.0    2.33467391449E+03    3.25593836711E+03
  133.0   153.0    1.05577483102E+03    1.48143707601E+03
  153.0   174.0    5.05695050394E+02    7.11569892597E+02
  174.0   196.0    2.54021319073E+02    3.59138869911E+02
  196.0   220.0    1.31213376071E+02    1.86189591891E+02
  220.0   245.0    6.93026202456E+01    9.87035536139E+01
  245.0   272.0    3.74788866310E+01    5.35873646916E+01
  272.0   300.0    2.06588390896E+01    2.96138294499E+01
  300.0   330.0    1.16153791882E+01    1.66821977297E+01
  330.0   362.0    6.58463703379E+00    9.49576002676E+00
  362.0   395.0    3.79278965895E+00    5.48726673904E+00
  395.0   430.0    2.22068394649E+00    3.22238721183E+00
  430.0   468.0    1.30056564255E+00    1.89319358268E+00
  468.0   507.0    7.66461426256E-01    1.12003348636E+00
  507.0   548.0    4.58219233444E-01    6.72752734301E-01
  548.0   592.0    2.74112373104E-01    4.03586425358E-01
  592.0   638.0    1.63966735531E-01    2.42435761820E-01
  638.0   686.0    9.86822083701E-02    1.46432627408E-01
  686.0   737.0    5.94389405197E-02    8.86929554309E-02
  737.0   790.0    3.57802413274E-02    5.35746594056E-02
  790.0   846.0    2.15328020418E-02    3.24226664159E-02
  846.0   905.0    1.28874059713E-02    1.95022069312E-02
  905.0   967.0    7.66782063616E-03    1.16740462685E-02
  967.0   1032.    4.53325652591E-03    6.94052560741E-03
  1032.   1101.    2.65120436944E-03    4.08683430173E-03
  1101.   1172.    1.53635545599E-03    2.38422333737E-03
  1172.   1248.    8.79997655440E-04    1.37479151260E-03
  1248.   1327.    4.94259889247E-04    7.78352461675E-04
  1327.   1410.    2.73300926680E-04    4.33937204882E-04
  1410.   1497.    1.47821471318E-04    2.36931497719E-04
  1497.   1588.    7.80351868327E-05    1.26126477886E-04
  1588.   1784.    2.96913814465E-05    4.86154049982E-05
  1784.   2116.    5.05776091993E-06    8.47955980228E-06
  2116.   2500.    3.57914393873E-07    6.21367675866E-07
  2500.   3000.    1.08298765484E-08    1.95696876389E-08
