 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.80765047172E+07    2.17343480800E+07
  21.00   24.00    9.80564302930E+06    1.14511952523E+07
  24.00   28.00    5.27660825104E+06    6.18274266322E+06
  28.00   32.00    2.79447292035E+06    3.29719800023E+06
  32.00   37.00    1.50315748024E+06    1.77046267195E+06
  37.00   43.00    7.69234920884E+05    9.11818131947E+05
  43.00   49.00    4.00770965633E+05    4.70991998283E+05
  49.00   56.00    2.15626461031E+05    2.54674787719E+05
  56.00   64.00    1.14049196953E+05    1.35492947956E+05
  64.00   74.00    5.81584727175E+04    6.86674428690E+04
  74.00   84.00    2.97122865813E+04    3.50867292909E+04
  84.00   97.00    1.51540941568E+04    1.79712654541E+04
  97.00   114.0    7.00155598814E+03    8.30053987231E+03
  114.0   133.0    3.08875509533E+03    3.66748706456E+03
  133.0   153.0    1.41588695002E+03    1.68755742177E+03
  153.0   174.0    6.86525501688E+02    8.18389641345E+02
  174.0   196.0    3.48668224369E+02    4.17036510276E+02
  196.0   220.0    1.81961160386E+02    2.18136945104E+02
  220.0   245.0    9.69683289809E+01    1.16548321438E+02
  245.0   272.0    5.27819885136E+01    6.36468369176E+01
  272.0   300.0    2.92446467244E+01    3.53194052934E+01
  300.0   330.0    1.65168349773E+01    1.99712294937E+01
  330.0   362.0    9.40452966777E+00    1.14169099137E+01
  362.0   395.0    5.43776472611E+00    6.62055244171E+00
  395.0   430.0    3.19298103673E+00    3.89803242295E+00
  430.0   468.0    1.87160164428E+00    2.29156310615E+00
  468.0   507.0    1.10252492786E+00    1.35524507387E+00
  507.0   548.0    6.58672865989E-01    8.13562336957E-01
  548.0   592.0    3.93586671501E-01    4.87414170276E-01
  592.0   638.0    2.34889372025E-01    2.92130016898E-01
  638.0   686.0    1.40865019203E-01    1.75776084705E-01
  686.0   737.0    8.44894614776E-02    1.06048161968E-01
  737.0   790.0    5.05778613613E-02    6.36831353659E-02
  790.0   846.0    3.02577550660E-02    3.83139863295E-02
  846.0   905.0    1.79873751826E-02    2.28853139308E-02
  905.0   967.0    1.06175174701E-02    1.35903775380E-02
  967.0   1032.    6.22560397310E-03    8.01029859426E-03
  1032.   1101.    3.60758058265E-03    4.67317434348E-03
  1101.   1172.    2.07081200155E-03    2.69951351087E-03
  1172.   1248.    1.17449934692E-03    1.54065444411E-03
  1248.   1327.    6.53103421211E-04    8.63194920579E-04
  1327.   1410.    3.57554131766E-04    4.76275825387E-04
  1410.   1497.    1.91517052995E-04    2.57420537579E-04
  1497.   1588.    1.00176976775E-04    1.35692582912E-04
  1588.   1784.    3.76447601079E-05    5.16220915036E-05
  1784.   2116.    6.29456552263E-06    8.83548953915E-06
  2116.   2500.    4.33717422074E-07    6.31719716661E-07
  2500.   3000.    1.23675483656E-08    1.88951943510E-08
