 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    2.33545120363E+07    2.17008872692E+07
  21.00   24.00    1.25710627432E+07    1.12843122756E+07
  24.00   28.00    6.72806656035E+06    6.12908335691E+06
  28.00   32.00    3.54349696154E+06    3.28765318004E+06
  32.00   37.00    1.89612474964E+06    1.76856034497E+06
  37.00   43.00    9.66362588247E+05    9.16322556227E+05
  43.00   49.00    5.02086629768E+05    4.73407194938E+05
  49.00   56.00    2.69666124796E+05    2.57600997319E+05
  56.00   64.00    1.42573457615E+05    1.38101461016E+05
  64.00   74.00    7.26948821971E+04    7.01818389550E+04
  74.00   84.00    3.71499252454E+04    3.60622512717E+04
  84.00   97.00    1.89612669171E+04    1.86014211506E+04
  97.00   114.0    8.76917411980E+03    8.64355144776E+03
  114.0   133.0    3.87598705729E+03    3.84798898017E+03
  133.0   153.0    1.78189737393E+03    1.78608289228E+03
  153.0   174.0    8.65872938015E+02    8.71526383413E+02
  174.0   196.0    4.40307830682E+02    4.46697064411E+02
  196.0   220.0    2.29728903165E+02    2.34508840460E+02
  220.0   245.0    1.22364504771E+02    1.25715658087E+02
  245.0   272.0    6.65945555924E+01    6.89022358444E+01
  272.0   300.0    3.68619068885E+01    3.83164259684E+01
  300.0   330.0    2.08064311086E+01    2.17120006278E+01
  330.0   362.0    1.18316947177E+01    1.24372414282E+01
  362.0   395.0    6.82650928778E+00    7.21776820149E+00
  395.0   430.0    3.99724537765E+00    4.24942094067E+00
  430.0   468.0    2.33557060032E+00    2.49681552321E+00
  468.0   507.0    1.37124917879E+00    1.47584675127E+00
  507.0   548.0    8.17246948355E-01    8.86465668610E-01
  548.0   592.0    4.86637239071E-01    5.30424935792E-01
  592.0   638.0    2.89435770305E-01    3.17633833133E-01
  638.0   686.0    1.72986103596E-01    1.90892066107E-01
  686.0   737.0    1.03355881941E-01    1.15026944922E-01
  737.0   790.0    6.17050267151E-02    6.90267376536E-02
  790.0   846.0    3.68052028272E-02    4.15081327809E-02
  846.0   905.0    2.18159401204E-02    2.47754698191E-02
  905.0   967.0    1.28510467754E-02    1.47178140950E-02
  967.0   1032.    7.51792500300E-03    8.67436039609E-03
  1032.   1101.    4.34954078719E-03    5.06511616135E-03
  1101.   1172.    2.49302130763E-03    2.92833841789E-03
  1172.   1248.    1.41220104323E-03    1.67314301645E-03
  1248.   1327.    7.84365023863E-04    9.38781290760E-04
  1327.   1410.    4.28947457515E-04    5.18775440564E-04
  1410.   1497.    2.29475863522E-04    2.80886588267E-04
  1497.   1588.    1.19833948335E-04    1.48191109219E-04
  1588.   1784.    4.48956395580E-05    5.64230552507E-05
  1784.   2116.    7.44799356350E-06    9.64095098572E-06
  2116.   2500.    5.05643910561E-07    6.83561681969E-07
  2500.   3000.    1.44295130928E-08    2.04689719697E-08
