 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.41677195935E+07    2.03753699234E+07
  21.00   24.00    7.91984241772E+06    1.08468943112E+07
  24.00   28.00    4.37837842069E+06    5.88733766989E+06
  28.00   32.00    2.37789745229E+06    3.14892658492E+06
  32.00   37.00    1.30719556929E+06    1.69680743245E+06
  37.00   43.00    6.83576730704E+05    8.76585970980E+05
  43.00   49.00    3.63205631696E+05    4.54436691682E+05
  49.00   56.00    1.98803125387E+05    2.46338808390E+05
  56.00   64.00    1.06900207566E+05    1.31484277700E+05
  64.00   74.00    5.53957683117E+04    6.68244444044E+04
  74.00   84.00    2.87337570849E+04    3.42406110668E+04
  84.00   97.00    1.48619797753E+04    1.75912803217E+04
  97.00   114.0    6.96987629380E+03    8.15092538182E+03
  114.0   133.0    3.12109955301E+03    3.61408948314E+03
  133.0   153.0    1.45005956547E+03    1.66897313672E+03
  153.0   174.0    7.11248279174E+02    8.11802517392E+02
  174.0   196.0    3.64864695798E+02    4.14806134267E+02
  196.0   220.0    1.92120334178E+02    2.17504443663E+02
  220.0   245.0    1.03215748553E+02    1.16488236026E+02
  245.0   272.0    5.66037257906E+01    6.37686400407E+01
  272.0   300.0    3.15786215138E+01    3.54605801144E+01
  300.0   330.0    1.79474577730E+01    2.00888314691E+01
  330.0   362.0    1.02779937102E+01    1.15054518835E+01
  362.0   395.0    5.97395827844E+00    6.68185800377E+00
  395.0   430.0    3.52490337819E+00    3.93940886517E+00
  430.0   468.0    2.07612355164E+00    2.31948973790E+00
  468.0   507.0    1.22867100614E+00    1.37411814882E+00
  507.0   548.0    7.37188717104E-01    8.26237241674E-01
  548.0   592.0    4.42346871933E-01    4.95641507092E-01
  592.0   638.0    2.65097485497E-01    2.97508179422E-01
  638.0   686.0    1.59639907548E-01    1.79283715269E-01
  686.0   737.0    9.61428176614E-02    1.08360198581E-01
  737.0   790.0    5.77932828398E-02    6.51794622252E-02
  790.0   846.0    3.47182523641E-02    3.92882953849E-02
  846.0   905.0    2.07270894752E-02    2.35106067925E-02
  905.0   967.0    1.22886098913E-02    1.39926904807E-02
  967.0   1032.    7.23789781361E-03    8.26581260054E-03
  1032.   1101.    4.21383801447E-03    4.83440764163E-03
  1101.   1172.    2.43032544219E-03    2.79945225829E-03
  1172.   1248.    1.38501745870E-03    1.60172166989E-03
  1248.   1327.    7.73966204749E-04    8.99734222490E-04
  1327.   1410.    4.25851219701E-04    4.97760195146E-04
  1410.   1497.    2.29242502489E-04    2.69766241222E-04
  1497.   1588.    1.20502530954E-04    1.42527668928E-04
  1588.   1784.    4.55818007407E-05    5.43926212558E-05
  1784.   2116.    7.70125316017E-06    9.35116248391E-06
  2116.   2500.    5.37243914906E-07    6.70876054144E-07
  2500.   3000.    1.54700283937E-08    2.00549403882E-08
