 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    2.13288416314E+07    2.24901626284E+07
  21.00   24.00    1.12395202584E+07    1.17280810358E+07
  24.00   28.00    5.89207569046E+06    6.28245095894E+06
  28.00   32.00    3.04562238464E+06    3.33420607237E+06
  32.00   37.00    1.60462587561E+06    1.78090556245E+06
  37.00   43.00    8.04599338512E+05    9.12517884176E+05
  43.00   49.00    4.11750538724E+05    4.69170819501E+05
  49.00   56.00    2.18228282001E+05    2.52860026441E+05
  56.00   64.00    1.13796019039E+05    1.34022278298E+05
  64.00   74.00    5.72631746534E+04    6.77412246225E+04
  74.00   84.00    2.89060669645E+04    3.45298340415E+04
  84.00   97.00    1.45880434705E+04    1.76496536970E+04
  97.00   114.0    6.66812475019E+03    8.13728958822E+03
  114.0   133.0    2.91191719954E+03    3.59001856253E+03
  133.0   153.0    1.32322893652E+03    1.64969864324E+03
  153.0   174.0    6.37037150784E+02    7.99474335616E+02
  174.0   196.0    3.21601211933E+02    4.07168457738E+02
  196.0   220.0    1.66959877378E+02    2.12886660514E+02
  220.0   245.0    8.85547860459E+01    1.13688939163E+02
  245.0   272.0    4.79923850989E+01    6.20414864278E+01
  272.0   300.0    2.64840827754E+01    3.44149902466E+01
  300.0   330.0    1.49018210502E+01    1.94491379494E+01
  330.0   362.0    8.45472826044E+00    1.11105382891E+01
  362.0   395.0    4.87213689212E+00    6.43926855991E+00
  395.0   430.0    2.85184230145E+00    3.78928903490E+00
  430.0   468.0    1.66641027883E+00    2.22596001861E+00
  468.0   507.0    9.78594712743E-01    1.31515969285E+00
  507.0   548.0    5.82886903346E-01    7.88739153625E-01
  548.0   592.0    3.47295729599E-01    4.72185597265E-01
  592.0   638.0    2.06676193837E-01    2.82774586332E-01
  638.0   686.0    1.23602751638E-01    1.70020299229E-01
  686.0   737.0    7.39351490455E-02    1.02473691733E-01
  737.0   790.0    4.41392306715E-02    6.14841708682E-02
  790.0   846.0    2.63357729905E-02    3.69578576260E-02
  846.0   905.0    1.56147644281E-02    2.20585028731E-02
  905.0   967.0    9.19236841015E-03    1.30857689931E-02
  967.0   1032.    5.37554831876E-03    7.70640058284E-03
  1032.   1101.    3.10650745694E-03    4.49094853435E-03
  1101.   1172.    1.77825366236E-03    2.59169008981E-03
  1172.   1248.    1.00558016897E-03    1.47733975693E-03
  1248.   1327.    5.57360181143E-04    8.26547932765E-04
  1327.   1410.    3.04078974344E-04    4.55260889600E-04
  1410.   1497.    1.62252187736E-04    2.45572817914E-04
  1497.   1588.    8.45033760658E-05    1.29129201905E-04
  1588.   1784.    3.15408246115E-05    4.89215477495E-05
  1784.   2116.    5.20186181845E-06    8.29428196499E-06
  2116.   2500.    3.49323875099E-07    5.81668905958E-07
  2500.   3000.    9.60091947795E-09    1.68894443198E-08
