 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    2.10172780347E+07    2.22774032597E+07
  21.00   24.00    1.10292095181E+07    1.15560969583E+07
  24.00   28.00    5.77131344169E+06    6.17140580234E+06
  28.00   32.00    2.97516763349E+06    3.26359796663E+06
  32.00   37.00    1.56221732508E+06    1.73542094609E+06
  37.00   43.00    7.81750774478E+05    8.86788904863E+05
  43.00   49.00    3.99622513893E+05    4.55180202274E+05
  49.00   56.00    2.11670344959E+05    2.45026742336E+05
  56.00   64.00    1.10462363549E+05    1.29937806221E+05
  64.00   74.00    5.56188809898E+04    6.56862300644E+04
  74.00   84.00    2.80936569754E+04    3.34876672635E+04
  84.00   97.00    1.41898135386E+04    1.71291793916E+04
  97.00   114.0    6.49265849889E+03    7.90457649101E+03
  114.0   133.0    2.84148661336E+03    3.49452029199E+03
  133.0   153.0    1.29606729482E+03    1.61159164614E+03
  153.0   174.0    6.25776277696E+02    7.83134294003E+02
  174.0   196.0    3.16662002708E+02    3.99695418096E+02
  196.0   220.0    1.64689518042E+02    2.09318428129E+02
  220.0   245.0    8.75340216434E+01    1.12011760831E+02
  245.0   272.0    4.76090654550E+01    6.13445295971E+01
  272.0   300.0    2.63780895729E+01    3.41596800815E+01
  300.0   330.0    1.48988492369E+01    1.93752209568E+01
  330.0   362.0    8.48030659644E+00    1.11020164299E+01
  362.0   395.0    4.90193321470E+00    6.45232892230E+00
  395.0   430.0    2.87868511984E+00    3.80828294065E+00
  430.0   468.0    1.69024043832E+00    2.24773012724E+00
  468.0   507.0    9.98241964142E-01    1.33536011666E+00
  507.0   548.0    5.97814670545E-01    8.05092587838E-01
  548.0   592.0    3.58117701418E-01    4.84472421162E-01
  592.0   638.0    2.14457281926E-01    2.91876207483E-01
  638.0   686.0    1.29182086840E-01    1.76726264786E-01
  686.0   737.0    7.78638075452E-02    1.07315629821E-01
  737.0   790.0    4.69003249631E-02    6.49571026139E-02
  790.0   846.0    2.82420179473E-02    3.93998956344E-02
  846.0   905.0    1.69145051983E-02    2.37510552465E-02
  905.0   967.0    1.00728094747E-02    1.42533350488E-02
  967.0   1032.    5.96185683198E-03    8.49506342593E-03
  1032.   1101.    3.49187029750E-03    5.01764357527E-03
  1101.   1172.    2.02742421816E-03    2.93727853392E-03
  1172.   1248.    1.16424911060E-03    1.70040191588E-03
  1248.   1327.    6.56160859415E-04    9.67456426568E-04
  1327.   1410.    3.64460399172E-04    5.42643278188E-04
  1410.   1497.    1.98303452602E-04    2.98501568944E-04
  1497.   1588.    1.05480459343E-04    1.60352069046E-04
  1588.   1784.    4.06485515995E-05    6.27368010144E-05
  1784.   2116.    7.14283965127E-06    1.13348455911E-05
  2116.   2500.    5.41924532148E-07    8.96790753628E-07
  2500.   3000.    1.84988716567E-08    3.21924845100E-08
