 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    2.41138683183E+07    2.24283506400E+07
  21.00   24.00    1.29752507192E+07    1.16568084133E+07
  24.00   28.00    6.94476620614E+06    6.32960046826E+06
  28.00   32.00    3.65790810771E+06    3.39781596243E+06
  32.00   37.00    1.95767951586E+06    1.82735431917E+06
  37.00   43.00    9.97471865504E+05    9.46924223755E+05
  43.00   49.00    5.17764252877E+05    4.88870019363E+05
  49.00   56.00    2.77679856140E+05    2.65677953089E+05
  56.00   64.00    1.46456972867E+05    1.42096777871E+05
  64.00   74.00    7.44137244967E+04    7.20115724181E+04
  74.00   84.00    3.78572685889E+04    3.68422722566E+04
  84.00   97.00    1.92164705084E+04    1.89042513183E+04
  97.00   114.0    8.82104659082E+03    8.72048877833E+03
  114.0   133.0    3.86346821345E+03    3.84796323919E+03
  133.0   153.0    1.75914626170E+03    1.76912037774E+03
  153.0   174.0    8.46962839793E+02    8.55384263354E+02
  174.0   196.0    4.27005720532E+02    4.34643757053E+02
  196.0   220.0    2.21011523943E+02    2.26352109357E+02
  220.0   245.0    1.16851668328E+02    1.20438545528E+02
  245.0   272.0    6.31586246466E+01    6.55458059971E+01
  272.0   300.0    3.47437783264E+01    3.62210209818E+01
  300.0   330.0    1.95118356417E+01    2.04164260000E+01
  330.0   362.0    1.10492053866E+01    1.16442485968E+01
  362.0   395.0    6.35306339840E+00    6.73362677398E+00
  395.0   430.0    3.70991766998E+00    3.95305327985E+00
  430.0   468.0    2.16278480079E+00    2.31702571923E+00
  468.0   507.0    1.26768519663E+00    1.36715930473E+00
  507.0   548.0    7.54905907996E-01    8.20510548695E-01
  548.0   592.0    4.49296509941E-01    4.90686017413E-01
  592.0   638.0    2.67161407605E-01    2.93779662725E-01
  638.0   686.0    1.59653945044E-01    1.76551360453E-01
  686.0   737.0    9.53753545575E-02    1.06383123510E-01
  737.0   790.0    5.69295119244E-02    6.38399326555E-02
  790.0   846.0    3.39400838101E-02    3.83807612969E-02
  846.0   905.0    2.00995954831E-02    2.28953751623E-02
  905.0   967.0    1.18230185481E-02    1.35854350476E-02
  967.0   1032.    6.90225517531E-03    7.99421890976E-03
  1032.   1101.    3.98228003691E-03    4.65691264040E-03
  1101.   1172.    2.27452669167E-03    2.68393687354E-03
  1172.   1248.    1.28301820326E-03    1.52760516572E-03
  1248.   1327.    7.09130919692E-04    8.53264220763E-04
  1327.   1410.    3.85718727500E-04    4.69064930267E-04
  1410.   1497.    2.05175101075E-04    2.52595405981E-04
  1497.   1588.    1.06535986280E-04    1.32496554301E-04
  1588.   1784.    3.96461126729E-05    5.01081879713E-05
  1784.   2116.    6.54311029708E-06    8.51361769564E-06
  2116.   2500.    4.51346570658E-07    6.13067850705E-07
  2500.   3000.    1.34007762511E-08    1.92079723303E-08
