 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.81256022062E+07    2.17950312713E+07
  21.00   24.00    9.83765062892E+06    1.14868311590E+07
  24.00   28.00    5.29919912437E+06    6.20996008911E+06
  28.00   32.00    2.80516007157E+06    3.31046573711E+06
  32.00   37.00    1.50625485606E+06    1.77454385660E+06
  37.00   43.00    7.69631245682E+05    9.12501430793E+05
  43.00   49.00    4.00489471394E+05    4.70740852445E+05
  49.00   56.00    2.15233694017E+05    2.54262582394E+05
  56.00   64.00    1.13802915423E+05    1.35232585851E+05
  64.00   74.00    5.80033179963E+04    6.84964095621E+04
  74.00   84.00    2.96181690242E+04    3.49788137952E+04
  84.00   97.00    1.51012733999E+04    1.79098446999E+04
  97.00   114.0    6.97480169171E+03    8.26917731072E+03
  114.0   133.0    3.07832160268E+03    3.65527341847E+03
  133.0   153.0    1.41330516448E+03    1.68455894564E+03
  153.0   174.0    6.86059802389E+02    8.17866928479E+02
  174.0   196.0    3.48621497149E+02    4.16990413335E+02
  196.0   220.0    1.81818140935E+02    2.17980903876E+02
  220.0   245.0    9.68374981163E+01    1.16414699414E+02
  245.0   272.0    5.27113846129E+01    6.35825498287E+01
  272.0   300.0    2.91884689601E+01    3.52695003778E+01
  300.0   330.0    1.64869573629E+01    1.99460682010E+01
  330.0   362.0    9.38512821431E+00    1.14003867348E+01
  362.0   395.0    5.42187412677E+00    6.60627151766E+00
  395.0   430.0    3.17950292823E+00    3.88501529015E+00
  430.0   468.0    1.86086307550E+00    2.28064784926E+00
  468.0   507.0    1.09457522732E+00    1.34689395551E+00
  507.0   548.0    6.53761877215E-01    8.08551100880E-01
  548.0   592.0    3.90215011935E-01    4.83902103017E-01
  592.0   638.0    2.32689027554E-01    2.89813688810E-01
  638.0   686.0    1.39458074853E-01    1.74288168908E-01
  686.0   737.0    8.35745823410E-02    1.05060755155E-01
  737.0   790.0    5.00628227083E-02    6.31345080744E-02
  790.0   846.0    2.99706380313E-02    3.80096495456E-02
  846.0   905.0    1.78375720800E-02    2.27303380299E-02
  905.0   967.0    1.05557719540E-02    1.35318331092E-02
  967.0   1032.    6.20733465930E-03    7.99898602043E-03
  1032.   1101.    3.61281702692E-03    4.68688456431E-03
  1101.   1172.    2.08510829322E-03    2.72179708592E-03
  1172.   1248.    1.19066499207E-03    1.56389724607E-03
  1248.   1327.    6.67654653395E-04    8.83433852270E-04
  1327.   1410.    3.69234690084E-04    4.92323069759E-04
  1410.   1497.    2.00169156512E-04    2.69308689538E-04
  1497.   1588.    1.06178724264E-04    1.43916758003E-04
  1588.   1784.    4.08200840405E-05    5.60071808278E-05
  1784.   2116.    7.15670015086E-06    1.00485208461E-05
  2116.   2500.    5.36283339537E-07    7.81022014999E-07
  2500.   3000.    1.69284387315E-08    2.58745031020E-08
