 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    2.20906868019E+07    2.35338161731E+07
  21.00   24.00    1.15825946958E+07    1.22068173199E+07
  24.00   28.00    6.04148532192E+06    6.49800105013E+06
  28.00   32.00    3.10728864710E+06    3.42948849312E+06
  32.00   37.00    1.62972622621E+06    1.82212339657E+06
  37.00   43.00    8.13234956472E+05    9.28426221890E+05
  43.00   49.00    4.14218765265E+05    4.74858069255E+05
  49.00   56.00    2.18620165774E+05    2.54716495809E+05
  56.00   64.00    1.13518484009E+05    1.34354351083E+05
  64.00   74.00    5.68801218384E+04    6.75943842435E+04
  74.00   84.00    2.85956759916E+04    3.42955900615E+04
  84.00   97.00    1.43762975292E+04    1.74557969739E+04
  97.00   114.0    6.54401513159E+03    8.01035888220E+03
  114.0   133.0    2.84580656076E+03    3.51772504933E+03
  133.0   153.0    1.28836944909E+03    1.60975848987E+03
  153.0   174.0    6.18317281173E+02    7.77416050470E+02
  174.0   196.0    3.11325251618E+02    3.94756780230E+02
  196.0   220.0    1.61256287756E+02    2.05870012072E+02
  220.0   245.0    8.53569037084E+01    1.09693388121E+02
  245.0   272.0    4.61759468228E+01    5.97375877412E+01
  272.0   300.0    2.54425795590E+01    3.30805262760E+01
  300.0   330.0    1.42971053929E+01    1.86665464545E+01
  330.0   362.0    8.10244960528E+00    1.06496259183E+01
  362.0   395.0    4.66462938534E+00    6.16539453337E+00
  395.0   430.0    2.72809555228E+00    3.62462144976E+00
  430.0   468.0    1.59282165538E+00    2.12721175703E+00
  468.0   507.0    9.34685951097E-01    1.25574318917E+00
  507.0   548.0    5.56382642389E-01    7.52584272863E-01
  548.0   592.0    3.31326133576E-01    4.50248096765E-01
  592.0   638.0    1.97074674888E-01    2.69484561606E-01
  638.0   686.0    1.17802988915E-01    1.61942869591E-01
  686.0   737.0    7.04318419559E-02    9.75520669343E-02
  737.0   790.0    4.20278504330E-02    5.84989324084E-02
  790.0   846.0    2.50660857771E-02    3.51480350125E-02
  846.0   905.0    1.48565991785E-02    2.09694905447E-02
  905.0   967.0    8.74227929902E-03    1.24335442143E-02
  967.0   1032.    5.11014110935E-03    7.31906656545E-03
  1032.   1101.    2.95205621141E-03    4.26336132885E-03
  1101.   1172.    1.68921961305E-03    2.45927721595E-03
  1172.   1248.    9.54911406684E-04    1.40134155581E-03
  1248.   1327.    5.29170242958E-04    7.83814029092E-04
  1327.   1410.    2.88663567462E-04    4.31625317142E-04
  1410.   1497.    1.54005898707E-04    2.32786887765E-04
  1497.   1588.    8.02102325792E-05    1.22389330094E-04
  1588.   1784.    2.99536490196E-05    4.63858894584E-05
  1784.   2116.    4.94677781532E-06    7.87319740602E-06
  2116.   2500.    3.33671368215E-07    5.54432063863E-07
  2500.   3000.    9.25192370634E-09    1.62378508653E-08
