 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    2.42308725513E+07    2.25316473140E+07
  21.00   24.00    1.30466056002E+07    1.17175835632E+07
  24.00   28.00    6.98102339668E+06    6.36380334501E+06
  28.00   32.00    3.67393957160E+06    3.41236420760E+06
  32.00   37.00    1.96356179752E+06    1.83331114945E+06
  37.00   43.00    9.98967288076E+05    9.48317773545E+05
  43.00   49.00    5.17904487527E+05    4.88907137050E+05
  49.00   56.00    2.77489309383E+05    2.65438709113E+05
  56.00   64.00    1.46293792353E+05    1.41887579476E+05
  64.00   74.00    7.43449205065E+04    7.18885727616E+04
  74.00   84.00    3.78530336092E+04    3.68052620475E+04
  84.00   97.00    1.92438403666E+04    1.89096698976E+04
  97.00   114.0    8.85662968104E+03    8.74468024539E+03
  114.0   133.0    3.89283936107E+03    3.87172682149E+03
  133.0   153.0    1.77959365015E+03    1.78703651211E+03
  153.0   174.0    8.60124426130E+02    8.67366540369E+02
  174.0   196.0    4.35167275331E+02    4.42313768072E+02
  196.0   220.0    2.25935561479E+02    2.31074004430E+02
  220.0   245.0    1.19774148586E+02    1.23289705354E+02
  245.0   272.0    6.48871864375E+01    6.72613176340E+01
  272.0   300.0    3.57597022617E+01    3.72412481638E+01
  300.0   330.0    2.01038295773E+01    2.10178650575E+01
  330.0   362.0    1.13895049836E+01    1.19940757006E+01
  362.0   395.0    6.54859460856E+00    6.93655271053E+00
  395.0   430.0    3.82235062429E+00    4.07081712602E+00
  430.0   468.0    2.22666521535E+00    2.38458278417E+00
  468.0   507.0    1.30372141279E+00    1.40557959998E+00
  507.0   548.0    7.75223896610E-01    8.42352886822E-01
  548.0   592.0    4.60668852571E-01    5.02967415640E-01
  592.0   638.0    2.73500419846E-01    3.00647735320E-01
  638.0   686.0    1.63213375392E-01    1.80408581635E-01
  686.0   737.0    9.73930093057E-02    1.08567221611E-01
  737.0   790.0    5.80896880135E-02    6.50848011211E-02
  790.0   846.0    3.46249468738E-02    3.91091078193E-02
  846.0   905.0    2.05150090493E-02    2.33323683391E-02
  905.0   967.0    1.20831687352E-02    1.38573287892E-02
  967.0   1032.    7.06999990595E-03    8.16822933722E-03
  1032.   1101.    4.09258659324E-03    4.77124393571E-03
  1101.   1172.    2.34797397768E-03    2.76058157774E-03
  1172.   1248.    1.33193036524E-03    1.57905279316E-03
  1248.   1327.    7.41267836673E-04    8.87487124188E-04
  1327.   1410.    4.06464725168E-04    4.91506257360E-04
  1410.   1497.    2.18201855255E-04    2.66920550947E-04
  1497.   1588.    1.14442883085E-04    1.41331681102E-04
  1588.   1784.    4.31994769518E-05    5.41646698045E-05
  1784.   2116.    7.28481879301E-06    9.38713130278E-06
  2116.   2500.    5.08389195945E-07    6.81290445520E-07
  2500.   3000.    1.47275180019E-08    2.05428782402E-08
