 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.63222897382E+07    2.08759056849E+07
  21.00   24.00    8.66000966399E+06    1.09440689075E+07
  24.00   28.00    4.57527991063E+06    5.85078423120E+06
  28.00   32.00    2.37951002630E+06    3.09167641615E+06
  32.00   37.00    1.25886199018E+06    1.64642036371E+06
  37.00   43.00    6.34449261259E+05    8.40697139005E+05
  43.00   49.00    3.26304517455E+05    4.32553919166E+05
  49.00   56.00    1.73703295284E+05    2.32603569727E+05
  56.00   64.00    9.10551574828E+04    1.23174686284E+05
  64.00   74.00    4.60322220891E+04    6.23279262354E+04
  74.00   84.00    2.33315613662E+04    3.17502121722E+04
  84.00   97.00    1.18178014236E+04    1.62102672077E+04
  97.00   114.0    5.42136604947E+03    7.47003717741E+03
  114.0   133.0    2.37765120417E+03    3.29532766758E+03
  133.0   153.0    1.08607066113E+03    1.51555070040E+03
  153.0   174.0    5.24862052238E+02    7.34902597670E+02
  174.0   196.0    2.65739337757E+02    3.74069854652E+02
  196.0   220.0    1.38244383317E+02    1.95413515083E+02
  220.0   245.0    7.34857596720E+01    1.04309684769E+02
  245.0   272.0    3.99676453181E+01    5.69803495598E+01
  272.0   300.0    2.21423704078E+01    3.16609845539E+01
  300.0   330.0    1.25048966124E+01    1.79215913909E+01
  330.0   362.0    7.11679767512E+00    1.02448123979E+01
  362.0   395.0    4.11336342123E+00    5.94212574917E+00
  395.0   430.0    2.41545354208E+00    3.50061744215E+00
  430.0   468.0    1.41825145539E+00    2.06238357994E+00
  468.0   507.0    8.37662464333E-01    1.22302792370E+00
  507.0   548.0    5.01718916515E-01    7.36087112914E-01
  548.0   592.0    3.00621675879E-01    4.42346641317E-01
  592.0   638.0    1.80083870743E-01    2.66119213837E-01
  638.0   686.0    1.08521808545E-01    1.60947229806E-01
  686.0   737.0    6.54450284230E-02    9.76009103876E-02
  737.0   790.0    3.94448842824E-02    5.90262848636E-02
  790.0   846.0    2.37705561519E-02    3.57660458159E-02
  846.0   905.0    1.42494482771E-02    2.15447115041E-02
  905.0   967.0    8.49472200541E-03    1.29197392623E-02
  967.0   1032.    5.03421449471E-03    7.69760097305E-03
  1032.   1101.    2.95307306934E-03    4.54526704150E-03
  1101.   1172.    1.71777210547E-03    2.66099000308E-03
  1172.   1248.    9.88641802999E-04    1.54134583347E-03
  1248.   1327.    5.58720875890E-04    8.77727841951E-04
  1327.   1410.    3.11356812405E-04    4.93013810576E-04
  1410.   1497.    1.70062949519E-04    2.71737907649E-04
  1497.   1588.    9.08763954638E-05    1.46386593042E-04
  1588.   1784.    3.52902956583E-05    5.75765591387E-05
  1784.   2116.    6.30199297947E-06    1.05313212178E-05
  2116.   2500.    4.90442304391E-07    8.51188536564E-07
  2500.   3000.    1.70176307125E-08    3.09981342821E-08
