 pT-low pT-high          LO-xsection         NLO-xsection
  18.00   21.00    1.41405553843E+07    1.99223529824E+07
  21.00   24.00    7.67356849430E+06    1.05413857092E+07
  24.00   28.00    4.13272090163E+06    5.66964931752E+06
  28.00   32.00    2.19202997090E+06    3.01279023203E+06
  32.00   37.00    1.18155014557E+06    1.61669168697E+06
  37.00   43.00    6.06303512753E+05    8.30914493213E+05
  43.00   49.00    3.16910800506E+05    4.30132040769E+05
  49.00   56.00    1.71120731745E+05    2.32544696392E+05
  56.00   64.00    9.08698034764E+04    1.23740245473E+05
  64.00   74.00    4.65518212354E+04    6.29217848584E+04
  74.00   84.00    2.39004037306E+04    3.22291924942E+04
  84.00   97.00    1.22512735366E+04    1.65389628621E+04
  97.00   114.0    5.69356953055E+03    7.66541077416E+03
  114.0   133.0    2.52750907811E+03    3.39878355309E+03
  133.0   153.0    1.16533072109E+03    1.56842092977E+03
  153.0   174.0    5.67863570173E+02    7.62954877323E+02
  174.0   196.0    2.89643355858E+02    3.89564098174E+02
  196.0   220.0    1.51709410848E+02    2.04117625239E+02
  220.0   245.0    8.10949007055E+01    1.09192458645E+02
  245.0   272.0    4.42520104851E+01    5.96681444057E+01
  272.0   300.0    2.45672131315E+01    3.31306374277E+01
  300.0   330.0    1.38958171731E+01    1.87374870365E+01
  330.0   362.0    7.91976219440E+00    1.07035690168E+01
  362.0   395.0    4.58157550891E+00    6.20125935785E+00
  395.0   430.0    2.69075882081E+00    3.64709611267E+00
  430.0   468.0    1.57719369898E+00    2.14115022084E+00
  468.0   507.0    9.28847911038E-01    1.26414600409E+00
  507.0   548.0    5.54645817052E-01    7.57387359795E-01
  548.0   592.0    3.31222017910E-01    4.52960905337E-01
  592.0   638.0    1.97535224381E-01    2.70932644729E-01
  638.0   686.0    1.18380671602E-01    1.62723004057E-01
  686.0   737.0    7.09538948942E-02    9.79552149526E-02
  737.0   790.0    4.24440901295E-02    5.87177296464E-02
  790.0   846.0    2.53744134308E-02    3.52532421213E-02
  846.0   905.0    1.50749831123E-02    2.10179861656E-02
  905.0   967.0    8.89273100106E-03    1.24556517372E-02
  967.0   1032.    5.21095787010E-03    7.32806044460E-03
  1032.   1101.    3.01802398235E-03    4.26659494237E-03
  1101.   1172.    1.73166340720E-03    2.46019614847E-03
  1172.   1248.    9.81537984095E-04    1.40132816637E-03
  1248.   1327.    5.45360076481E-04    7.83336856825E-04
  1327.   1410.    2.98281610764E-04    4.31117719185E-04
  1410.   1497.    1.59595102008E-04    2.32385675641E-04
  1497.   1588.    8.33603213163E-05    1.22125859193E-04
  1588.   1784.    3.12419176980E-05    4.62339097905E-05
  1784.   2116.    5.19196332146E-06    7.83200043643E-06
  2116.   2500.    3.52895304033E-07    5.48946088984E-07
  2500.   3000.    9.85090912462E-09    1.59521971396E-08
